episode,total_reward
181,-1444.3198972796813
182,-1335.911893998535
183,-1376.5794524595274
184,-1772.9918120655475
185,-4056.742929408891
186,-1293.2968938636598
187,-5421.922393846526
188,-4888.335496175299
189,-8202.733483284006
190,-4276.333896513491
191,-5042.157418241867
192,-2222.75137300731
193,-1971.2126681984605
194,-1926.0008346958089
195,-1767.1028631427714
196,-1870.6123667564516
197,-1328.4105693342874
198,-1625.6150829882063
199,-1630.5528718471783
200,-2741.9562918537
201,-1991.4677620260857
202,-1645.4671820925341
203,-2054.2775874741787
204,-2012.6527411742825
205,-1326.2950369985867
206,-1689.0859870923284
207,-1713.8546720800534
208,-1496.215026723888
209,-1326.0464927746048
210,-1444.3404943953628
211,-1977.9558816088772
212,-1383.656190580837
213,-1647.7285726208027
214,-1568.0179934523383
215,-1668.5960832014814
216,-2477.144048731541
217,-1180.4312556063003
218,-1406.967337002329
219,-2412.3262439153323
220,-2127.7465150985986
221,-1348.950794667061
222,-1416.7349299374437
223,-1509.739156576836
224,-2217.1254364545603
225,-1512.328361615101
226,-3114.16005686071
227,-1627.685327921603
228,-2151.627667424569
229,-2541.64982563309
230,-1868.722857600772
231,-1708.7277586327418
232,-2894.9625644303474
233,-1432.0376512080752
234,-3970.5896737734165
235,-2213.5577791550613
236,-2216.6810070050988
237,-1525.0523288296579
238,-2556.498965076998
239,-2065.472178089183
240,-1760.104534475117
241,-1052.6265657145696
242,-1357.2099675941868
243,-1175.665308560226
244,-1429.6397641340345
245,-1772.314314384796
246,-2047.0450106047401
247,-2440.327028031348
248,-2632.33834037986
249,-2798.203789300366
250,-2171.881921424053
251,-1635.4333951629965
252,-1284.9641111780916
253,-1671.2192915597393
254,-1271.1933584709054
255,-1364.5838840829003
256,-2317.585974836389
257,-1421.1059402740584
258,-1787.3756398720964
259,-1629.1075245344414
260,-1101.9110470564876
261,-1845.5094219862622
262,-1615.3967388111605
263,-1354.318231742481
264,-1325.2888620853341
265,-1395.4209272335704
266,-1343.597511149577
267,-1407.3517140270574
268,-1895.0541612988802
269,-1403.2953038779622
270,-2425.6359031777324
271,-1694.984145082901
272,-1698.7617275888447
273,-3162.652964811034
274,-1465.5126317098784
275,-1795.9234044732316
276,-3365.1947638696674
277,-1825.980898798176
278,-1238.3938266577622
279,-7641.425151417606
280,-4695.121014388597
281,-7358.03169927668
282,-1393.183809573225
283,-1766.0630667581177
284,-1552.9021948071872
285,-1151.7937505754435
286,-1115.7899785265292
287,-1102.1390463736884
288,-1036.656195253505
289,-1129.7538852372948
290,-1134.5900091326507
291,-1144.2393339841697
292,-1332.2441795873597
293,-1312.443248084489
294,-1450.7120547854097
295,-1406.3689483039223
296,-1301.0379561992586
297,-1228.084111963581
298,-1394.6430663743888
299,-1458.329257075746
300,-1564.5119542121201
301,-1204.9641034696801
302,-1285.7260924310772
303,-1578.6043621570566
304,-1641.9647584181737
305,-1551.921504426015
306,-1214.8866506453915
307,-1301.5378939881703
308,-1886.264443965081
309,-1547.782943708632
310,-1290.3497906127336
311,-1068.1573470903363
312,-1064.78682907862
313,-1088.4193110673793
314,-1150.8355906979245
315,-1485.8727361582157
316,-1044.0069138058261
317,-1248.2852177948432
318,-1291.4832756748233
319,-1196.9125074736025
320,-1400.5777842089183
321,-1208.4883889716862
322,-1483.3757297482125
323,-1417.5210009203229
324,-1625.1567437828905
325,-2129.483483134091
326,-1617.4087237246627
327,-1438.4200547892967
328,-2164.6531695816566
329,-1452.9804534261834
330,-1332.0902128955959
331,-1409.3242723581293
332,-1336.965506284968
333,-1274.7798058565945
334,-1250.7173000766622
335,-1313.9935284111468
336,-1463.9068992382447
337,-1558.017291992039
338,-1916.0027214069967
339,-2207.2004706528355
340,-1515.7995600040892
341,-1513.4545489251393
342,-1615.640325591561
343,-1477.6894073558076
344,-1515.8246860665645
345,-1464.083315013287
346,-1470.6120738323518
347,-1293.9648439467014
348,-1301.3664267451184
349,-1386.5452988548363
350,-1362.0179924317415
351,-1328.9848555245078
352,-1293.2835945070674
353,-1277.787078535728
354,-1401.0549829376057
355,-1424.7682934332552
356,-1342.6190339046316
357,-1274.7484023269749
358,-1347.4149836201732
359,-1372.9889831313822
360,-1363.91171500144
361,-1368.680447739242
362,-1229.6770471949726
363,-6170.1122257378265
364,-1941.282945349073
365,-1370.21482688993
366,-1343.6352408071937
367,-1401.7528311807
368,-1432.4712897066697
369,-1393.3066516858912
370,-1317.4979627495875
371,-1499.150698679968
372,-1800.9604568887607
373,-1214.2497587030468
374,-1260.780242210643
375,-1251.9487000046686
376,-1350.2845620144105
377,-1208.7841912504775
378,-3626.8750501654863
379,-3542.465441894607
380,-2283.41091051811
381,-2142.351088168892
382,-2055.733301950881
383,-2079.6145273889683
384,-1944.2088979927742
385,-1951.7410241061064
386,-2144.199294915718
387,-2126.909690069496
388,-2217.6289383041676
389,-2377.0504986630203
390,-1333.6414199409603
391,-1369.3688557562612
392,-1330.3704291892009
393,-1360.7804638554173
394,-1287.1587018172868
395,-1387.4772982840607
396,-1354.8986914782122
397,-1347.8181860922048
398,-1296.3051530202129
399,-1335.0625630459715
400,-1316.866705038392
401,-1385.359894670405
402,-1372.3789710905262
403,-1364.6953240617188
404,-1477.9506763819927
405,-1319.9267946178488
406,-1312.3066298893973
407,-1246.046528521661
408,-1312.1308110273633
409,-1302.0155429727834
410,-1351.289132811317
411,-1247.9015514639134
412,-1310.338729933822
413,-1444.973774956617
414,-1423.9686672583268
415,-1446.5008786087592
416,-1353.2272017496741
417,-1344.6993710679997
418,-1356.1869284462853
419,-1394.8027589315034
420,-1364.6460265080214
421,-1437.0783170911182
422,-1448.7512843371012
423,-1321.956115305679
424,-1358.8440854689197
425,-1350.2611567895585
426,-4944.464820465487
427,-1108.4927571710055
428,-1178.167701671727
429,-1205.6855559721562
430,-1156.1147414722927
431,-1174.4410553503867
432,-1128.2730194122016
433,-1149.0692957621575
434,-1166.2142696567537
435,-1110.0101534474
436,-1099.0213041467453
437,-1124.7178389212995
438,-1123.5893287910403
439,-1090.1883758727754
440,-1159.6833914212746
441,-1168.4427059208301
442,-1130.758907202409
443,-1113.87640113286
444,-1124.23269068097
445,-1104.7773209952459
446,-1183.13337295674
447,-1108.4254040602846
448,-1099.1712902869579
449,-1064.3786875324104
450,-1097.1832259128116
451,-1107.1492901557897
452,-1069.1571564201975
453,-1047.3855147782917
454,-1385.2919129095208
455,-1070.3813051620214
456,-1046.6077217950785
457,-1049.881514759841
458,-1106.1350758528633
459,-1071.6213471662434
460,-1053.5304978548393
461,-1102.1710772129593
462,-1141.798456906119
463,-1102.6220817921276
464,-1078.5404006674485
465,-1128.3310587017068
466,-1152.601003847471
467,-1109.9273875735273
468,-1139.4837745500536
469,-1135.922041736714
470,-1126.5360481748028
471,-1132.7890434662283
472,-1132.5544795555716
473,-1170.8709387323004
474,-1121.7755863910656
475,-1242.7709086114228
476,-1235.9743024441902
477,-1176.0626909951666
478,-1193.5422631510005
479,-1163.5725383356764
480,-1186.748937592569
481,-1197.0096590378762
482,-1198.8177931719283
483,-1229.0324380683485
484,-1215.0481885181832
485,-1153.3680424055378
486,-1129.9830919090755
487,-1146.312052525805
488,-1163.662485563463
489,-1174.5727507111417
490,-1173.654944457621
491,-1200.6034557609191
492,-1230.4894294356577
493,-1259.224369801279
494,-1171.03784736268
495,-1166.8752056190403
496,-1188.0911734161268
497,-1181.1823690373878
498,-1206.8598394218277
499,-1191.0923009065245
500,-1236.6337757045271
501,-1261.961640641119
502,-1243.471540501142
503,-1236.6983202460983
504,-1241.8209896122935
505,-1162.1979354117707
506,-1211.7990080602442
507,-1233.7003487080838
508,-1238.7375997750041
509,-1245.3579677206835
510,-1223.2514037049282
511,-1188.1534141681054
512,-1193.519494528863
513,-1201.205576493583
514,-1142.8473558857063
515,-1152.2630030666419
516,-1148.3842153465519
517,-1148.3376491529136
518,-1168.1538556691846
519,-1150.9338386792563
520,-1129.5160171110656
521,-1176.5747176210239
522,-1156.178162424604
523,-1185.4511763475277
524,-1181.8043819968557
525,-1201.2874675989474
526,-1136.0503333578356
527,-1248.364881322485
528,-1266.6469159996714
529,-1230.1498009732663
530,-1233.0976200796363
531,-1228.5003405186033
532,-1214.552152510193
