episode,total_reward
504,-2189.8730239868164
505,-1807.70753377676
506,-1808.3952016830444
507,-1055.3417148590088
508,-1019.1697282791138
509,-1055.1195516586304
510,-1052.405668258667
511,-1031.3077402114868
512,-1023.5614056587219
513,-1077.6418375968933
514,-1043.732177734375
515,-1045.4088945388794
516,-1048.5299892425537
517,-1033.6627340316772
518,-1081.2251019477844
519,-1070.6453227996826
520,-1053.2591919898987
521,-1015.088122844696
522,-1068.0611100196838
523,-1030.0400800704956
524,-1083.0787992477417
525,-1083.3047428131104
526,-1087.9143567085266
527,-1062.3259110450745
528,-1041.6288022994995
529,-1049.7516241073608
530,-1078.485198020935
531,-1064.7285904884338
532,-1042.1469917297363
533,-1100.8481736183167
534,-1047.573793888092
535,-1091.2041373252869
536,-1056.2197227478027
537,-1048.1374864578247
538,-1039.4066271781921
539,-1088.6067461967468
540,-1048.2397274971008
541,-1090.0633177757263
542,-1039.5027871131897
543,-1040.8279123306274
544,-1024.7578964233398
545,-1053.2463908195496
546,-1059.4862895011902
547,-1061.041434764862
548,-1048.5124888420105
549,-1082.1662321090698
550,-1050.4536600112915
551,-1067.6795120239258
552,-1063.1339349746704
553,-1082.8702597618103
554,-1055.2926898002625
555,-1028.6423525810242
556,-1105.0688133239746
557,-1034.765317440033
558,-1028.7745609283447
559,-1064.5205397605896
560,-1057.4238142967224
561,-1053.4671964645386
562,-1016.0128693580627
563,-1066.3590269088745
564,-1068.9240770339966
565,-1051.441307067871
566,-1052.0200967788696
567,-1042.7228956222534
568,-1024.0816831588745
569,-1050.6258177757263
570,-1046.6656184196472
571,-1072.9258456230164
572,-1023.7500076293945
573,-1053.74942111969
574,-1080.981475353241
575,-1042.4464807510376
576,-1076.7704763412476
577,-1039.0204648971558
578,-1023.4153442382813
579,-1076.7266507148743
580,-1066.0680813789368
581,-1054.7529401779175
582,-1030.9861898422241
583,-1053.6699271202087
584,-1029.4069967269897
585,-1067.4375128746033
586,-1076.7506170272827
587,-1057.9967060089111
588,-1045.103994846344
589,-1042.4673795700073
590,-1089.0469970703125
591,-1070.7053399085999
592,-1038.838583946228
593,-1029.0223650932312
594,-1027.231816291809
595,-1051.991882801056
596,-1058.943133354187
597,-1049.6789984703064
598,-1095.4603743553162
599,-1031.5504026412964
600,-1053.8999671936035
601,-1042.1618285179138
602,-1050.78298330307
603,-1043.8043823242188
604,-1080.0242042541504
605,-1049.718267917633
606,-1058.7057909965515
607,-1074.740927696228
608,-1045.1251583099365
609,-1065.7217984199524
610,-1023.5970158576965
611,-1049.984266281128
612,-1040.7064862251282
613,-1082.1830806732178
614,-1074.5060677528381
615,-1057.6589951515198
616,-1096.9565567970276
617,-1043.5841126441956
618,-1063.4588165283203
619,-1055.9960255622864
620,-1054.1250200271606
621,-1071.0879673957825
622,-1054.8109254837036
623,-1052.9911785125732
624,-1047.531928062439
625,-1061.1491794586182
626,-1061.8668236732483
627,-1088.880027294159
628,-1042.6515588760376
629,-1039.3373055458069
630,-1070.790825843811
631,-1006.398129940033
632,-1074.3707613945007
633,-1050.2930665016174
634,-1073.9068217277527
635,-1064.8345980644226
636,-1055.0382585525513
637,-1080.596384525299
638,-1058.8667068481445
639,-1040.754686832428
640,-1047.1525139808655
641,-1082.0157380104065
642,-1055.7469463348389
643,-1064.2125520706177
644,-1069.580617427826
645,-1060.2245931625366
646,-1070.1553888320923
647,-1059.5917959213257
648,-1059.3804340362549
649,-1050.792516708374
650,-1046.222972869873
651,-1038.881154537201
652,-1042.7108273506165
653,-1067.6463685035706
654,-1061.3733015060425
655,-1105.6178736686707
656,-1050.39821434021
657,-1079.721492767334
658,-1046.1346402168274
659,-1047.1497507095337
660,-1074.2925271987915
661,-1350.9815654754639
662,-1059.7285313606262
663,-1027.6108298301697
664,-1053.147458076477
665,-1051.2500252723694
666,-1066.786283493042
667,-1047.2061204910278
668,-1045.7866344451904
669,-1062.6699051856995
670,-1122.5800156593323
671,-1105.3492250442505
672,-1062.4935970306396
673,-1040.3039889335632
674,-1053.3981266021729
675,-1088.8426713943481
676,-1079.8826112747192
677,-1032.7865810394287
678,-1037.469361782074
679,-1112.427092552185
680,-1031.06582736969
681,-682.7399592399597
682,-1058.1722483634949
683,-685.8131947517395
684,-1064.3685307502747
685,-1023.8102169036865
686,-1061.1661319732666
687,-1034.2373461723328
688,-1037.4969263076782
689,-1050.0675296783447
690,-1031.4644074440002
691,-1067.3841853141785
692,-1065.1476078033447
693,-1048.9154205322266
694,-1068.537157535553
695,-1027.915777206421
696,-1074.627649307251
697,-1022.0462579727173
698,-1083.7503290176392
699,-1086.5362362861633
700,-1032.6697406768799
701,-1046.8303289413452
702,-1075.362774848938
703,-1060.9984912872314
704,-1063.6989703178406
705,-1035.5520277023315
706,-1058.3219909667969
707,-1048.2389550209045
708,-1054.4342622756958
709,-1072.5658645629883
710,-1042.3413672447205
711,-1033.3681135177612
712,-1047.9283375740051
713,-1029.338282585144
714,-1048.2915344238281
715,-1072.9215536117554
716,-1058.6487860679626
717,-1035.420771598816
718,-1047.7638878822327
719,-1044.3407835960388
720,-1042.6303911209106
721,-1043.6670479774475
722,-1038.4982571601868
723,-1037.6004524230957
